uuid,x,y,date,season,rained,planted
638ede33,27.051,-16.84,2016-03-20,1,1,NA
646d6573,27.256,-16.926,2016-03-20,1,1,NA
646ea49f,27.053,-16.927,2016-03-20,1,1,NA
64a63ad8,27.23,-16.717,2016-03-20,1,1,NA
660bde18,26.83,-16.818,2016-03-20,1,1,NA
664bdf41,26.781,-16.87,2016-03-20,1,1,NA
66e41828,26.804,-16.854,2016-03-20,1,1,NA
684d8902,26.966,-16.733,2016-03-20,1,0,NA
686ce602,26.868,-16.615,2016-03-20,1,1,NA
6b04c587,27.056,-16.905,2016-03-20,1,1,NA
6b38721b,26.788,-16.876,2016-03-20,1,1,NA
6be46cee,26.967,-16.821,2016-03-20,1,1,NA
6d05224a,26.853,-16.21,2016-03-20,1,1,NA
6d774598,26.913,-16.25,2016-03-20,1,1,NA
6df8bb5e,26.977,-16.819,2016-03-20,1,1,NA
6dfd9cdf,27.301,-16.816,2016-03-20,1,1,NA
6e1aeb91,27.045,-16.962,2016-03-20,1,1,NA
6e508c11,27.236,-16.732,2016-03-20,1,1,NA
6f7993bb,26.834,-16.853,2016-03-20,1,1,NA
6fe09cc3,26.944,-16.743,2016-03-20,1,1,NA
6ff740a4,27.299,-16.935,2016-03-20,1,1,NA
70b5f403,27.037,-16.954,2016-03-20,1,1,NA
730b727a,27.056,-16.934,2016-03-20,1,1,NA
732af424,26.833,-16.818,2016-03-20,1,1,NA
73c31707,27.117,-16.92,2016-03-20,1,1,NA
748a4af0,26.814,-16.612,2016-03-20,1,1,NA
75bee886,27.086,-16.783,2016-03-20,1,1,NA
7604b41b,26.939,-16.51,2016-03-20,1,1,NA
760b8688,27.015,-16.905,2016-03-20,1,1,NA
76a576f2,27.305,-16.794,2016-03-20,1,1,NA
770da037,26.833,-16.817,2016-03-20,1,1,NA
776d8240,26.863,-16.594,2016-03-20,1,1,NA
78284b9d,26.995,-16.972,2016-03-20,1,1,NA
79afec99,27.326,-16.764,2016-03-20,1,1,NA
7a2965b2,27.185,-16.917,2016-03-20,1,1,NA
7c62ae6a,26.94,-16.727,2016-03-20,1,1,NA
7c6dbe51,26.886,-16.584,2016-03-20,1,1,NA
7d101d28,27.305,-16.803,2016-03-20,1,1,NA
7da072ff,27.066,-16.944,2016-03-20,1,1,NA
7de10584,27.338,-16.799,2016-03-20,1,1,NA
7e77ffc9,27.086,-16.97,2016-03-20,1,1,NA
7ed0ad89,26.958,-16.547,2016-03-20,1,1,NA
7eed2695,26.923,-17.049,2016-03-20,1,1,NA
7f673186,26.974,-16.554,2016-03-20,1,1,NA
7f9ab0f7,27.094,-16.976,2016-03-20,1,1,NA
7fc9b3fd,26.819,-16.608,2016-03-20,1,1,NA
8089357c,27.134,-16.804,2016-03-20,1,0,NA
80fa5b78,27.446,-16.286,2016-03-20,1,1,NA
814ca378,27.061,-17.004,2016-03-20,1,1,NA
84e88b69,27.063,-17.004,2016-03-20,1,1,NA
85867e62,27.111,-16.933,2016-03-20,1,1,NA
85f03621,26.938,-16.513,2016-03-20,1,1,NA
868c621b,26.827,-16.611,2016-03-20,1,1,NA
86d2aec9,26.797,-16.877,2016-03-20,1,1,NA
88462901,26.881,-16.597,2016-03-20,1,1,NA
890ca2c8,27.107,-16.94,2016-03-20,1,1,NA
897c6236,27.336,-16.834,2016-03-20,1,1,NA
898e8a07,26.961,-16.921,2016-03-20,1,1,NA
8be0615d,26.866,-16.676,2016-03-20,1,1,NA
8d130d52,26.874,-16.252,2016-03-20,1,1,NA
8d2db211,26.934,-17.036,2016-03-20,1,1,NA
8d3db35f,26.949,-16.727,2016-03-20,1,1,NA
8d690816,26.936,-16.744,2016-03-20,1,1,NA
8da4a6d6,26.858,-16.594,2016-03-20,1,1,NA
90a76991,26.944,-16.757,2016-03-20,1,1,NA
91332f7e,27.293,-16.745,2016-03-20,1,1,NA
914e67c8,26.961,-16.921,2016-03-20,1,1,NA
9195ad7e,26.955,-16.913,2016-03-20,1,1,NA
91d2792c,26.837,-16.8,2016-03-20,1,1,NA
92563785,27.234,-16.923,2016-03-20,1,1,NA
926caf97,26.869,-16.61,2016-03-20,1,1,NA
947482a8,27.255,-16.916,2016-03-20,1,1,NA
9490dc28,26.791,-16.873,2016-03-20,1,1,NA
94c05d4e,26.868,-16.617,2016-03-20,1,1,NA
95374d3f,27.039,-16.842,2016-03-20,1,1,NA
963d0434,26.912,-17.037,2016-03-20,1,1,NA
9658c1f9,27.311,-16.798,2016-03-20,1,1,NA
96b6d097,26.995,-16.953,2016-03-20,1,1,NA
975ffe94,26.831,-16.818,2016-03-20,1,1,NA
981208ad,27.344,-16.776,2016-03-20,1,1,NA
9814974d,26.967,-16.821,2016-03-20,1,1,NA
98d64487,26.817,-16.608,2016-03-20,1,1,NA
99dc8db6,27.182,-16.917,2016-03-20,1,1,NA
9a22652d,26.809,-16.603,2016-03-20,1,1,NA
9b42e80a,26.869,-16.614,2016-03-20,1,1,NA
9c0d1075,27.097,-16.96,2016-03-20,1,1,NA
9c5f30d9,26.863,-16.62,2016-03-20,1,1,NA
9d9960f4,26.789,-16.878,2016-03-20,1,1,NA
a006eab2,27.335,-16.798,2016-03-20,1,1,NA
a039fcbf,27.059,-17.005,2016-03-20,1,1,NA
a0f8b4ef,27.039,-16.83,2016-03-20,1,1,NA
a2a144a1,26.862,-16.578,2016-03-20,1,1,NA
a3016253,27.299,-16.753,2016-03-20,1,1,NA
a30b3bde,27.048,-16.926,2016-03-20,1,1,NA
a43af521,27.264,-16.921,2016-03-20,1,1,NA
a4efec06,26.835,-16.815,2016-03-20,1,1,NA
a5ad178a,27.06,-17.005,2016-03-20,1,1,NA
a5bb7274,26.936,-16.744,2016-03-20,1,0,NA
a5f6bf50,27,-16.916,2016-03-20,1,1,NA
a62be645,26.863,-16.595,2016-03-20,1,1,NA
a67f255e,26.815,-16.585,2016-03-20,1,1,NA
a84d2d02,26.831,-16.817,2016-03-20,1,1,NA
a8edaee8,26.98,-16.916,2016-03-20,1,1,NA
a914f6e1,26.788,-16.863,2016-03-20,1,1,NA
aa5f0d29,26.951,-16.727,2016-03-20,1,1,NA
aac48cd5,27.05,-17.003,2016-03-20,1,1,NA
ae3e29b7,26.977,-16.819,2016-03-20,1,1,NA
af430afb,27.304,-16.793,2016-03-20,1,1,NA
afaecd2e,27.305,-16.793,2016-03-20,1,1,NA
b097b7db,26.803,-16.553,2016-03-20,1,1,NA
b0e82f78,27.339,-16.834,2016-03-20,1,1,NA
b4a51504,26.944,-16.471,2016-03-20,1,1,NA
b6b9017d,26.959,-16.758,2016-03-20,1,0,NA
b89376a6,27.237,-16.733,2016-03-20,1,1,NA
ba5973c2,26.835,-16.815,2016-03-20,1,1,NA
bc32b0b4,26.864,-16.599,2016-03-20,1,1,NA
bd03ac93,27.014,-16.92,2016-03-20,1,1,NA
bd8c8fda,26.955,-16.558,2016-03-20,1,1,NA
bec93f73,26.806,-16.842,2016-03-20,1,1,NA
bf8b44c4,26.791,-16.874,2016-03-20,1,1,NA
c07fca86,27.084,-16.999,2016-03-20,1,1,NA
c0a6cc0a,27.285,-16.872,2016-03-20,1,1,NA
c124742c,27.209,-16.917,2016-03-20,1,1,NA
c152455a,27.085,-16.934,2016-03-20,1,1,NA
c26611bd,27.451,-16.28,2016-03-20,1,1,NA
c2668cdf,27.123,-16.769,2016-03-20,1,0,NA
c32d45ee,27.068,-16.939,2016-03-20,1,1,NA
c42827cf,27.096,-16.949,2016-03-20,1,1,NA
c482ffa7,27.234,-16.923,2016-03-20,1,1,NA
c56ed10c,26.967,-16.821,2016-03-20,1,1,NA
c647d0ba,27.111,-16.933,2016-03-20,1,1,NA
c69577b4,27.313,-16.784,2016-03-20,1,1,NA
c6f737ea,27.304,-16.793,2016-03-20,1,1,NA
c784ee02,26.859,-16.194,2016-03-20,1,1,NA
c7d6f91c,26.831,-16.817,2016-03-20,1,1,NA
c7e2a514,26.81,-16.606,2016-03-20,1,1,NA
c90931aa,27.274,-16.871,2016-03-20,1,1,NA
c946796f,27.004,-16.841,2016-03-20,1,1,NA
c9be2a2e,26.823,-16.608,2016-03-20,1,1,NA
c9f5f663,27.128,-16.779,2016-03-20,1,0,NA
ca6fc5e6,27.105,-16.915,2016-03-20,1,1,NA
cab979dd,26.995,-16.954,2016-03-20,1,1,NA
cc230be1,27.286,-16.788,2016-03-20,1,1,NA
cc52b149,26.799,-16.825,2016-03-20,1,1,NA
cc984ea8,26.9,-16.197,2016-03-20,1,1,NA
cca69f84,26.974,-16.752,2016-03-20,1,1,NA
cdcc9666,27.293,-16.747,2016-03-20,1,1,NA
cf911b7b,26.943,-16.503,2016-03-20,1,1,NA
cf95d0b8,27.004,-16.841,2016-03-20,1,1,NA
cfa227e3,27.067,-16.988,2016-03-20,1,1,NA
d16f790f,27.016,-16.932,2016-03-20,1,1,NA
d1d9637e,27.136,-16.8,2016-03-20,1,1,NA
d1e20dc3,26.912,-16.254,2016-03-20,1,1,NA
d263ea45,26.827,-16.82,2016-03-20,1,1,NA
d35929ad,26.861,-16.674,2016-03-20,1,1,NA
d362925c,26.859,-16.193,2016-03-20,1,1,NA
d410cd79,26.936,-16.479,2016-03-20,1,1,NA
d498aafe,27.009,-17.005,2016-03-20,1,1,NA
d5382add,26.863,-16.62,2016-03-20,1,1,NA
d6313bed,27.301,-16.758,2016-03-20,1,1,NA
d672e664,26.824,-16.595,2016-03-20,1,1,NA
d6d785ac,27.342,-16.774,2016-03-20,1,1,NA
d89263d6,26.911,-16.248,2016-03-20,1,1,NA
d89e31a7,26.955,-16.913,2016-03-20,1,1,NA
d9297c58,27.095,-16.891,2016-03-20,1,1,NA
d9ce012d,27.325,-16.757,2016-03-20,1,1,NA
dbc3667c,27.342,-16.774,2016-03-20,1,1,NA
de20cb83,27.093,-16.937,2016-03-20,1,1,NA
de338705,27.293,-16.747,2016-03-20,1,1,NA
de53b089,27.009,-17.005,2016-03-20,1,1,NA
dea21f52,27.097,-16.899,2016-03-20,1,1,NA
df1604d4,27.271,-16.784,2016-03-20,1,1,NA
df467a5c,27.012,-16.944,2016-03-20,1,1,NA
df56340d,27.456,-16.287,2016-03-20,1,1,NA
dfc6f992,26.823,-16.625,2016-03-20,1,1,NA
e0bd44cb,26.82,-16.834,2016-03-20,1,1,NA
e13d623f,26.984,-16.945,2016-03-20,1,1,NA
e1825268,26.942,-16.501,2016-03-20,1,1,NA
e2510e54,27.123,-16.922,2016-03-20,1,1,NA
e27cd268,27.056,-16.935,2016-03-20,1,1,NA
e32c79f7,27.114,-16.79,2016-03-20,1,1,NA
e3407303,26.781,-16.856,2016-03-20,1,1,NA
e34bba70,27.093,-16.955,2016-03-20,1,1,NA
e35de09f,26.815,-16.608,2016-03-20,1,1,NA
e36fdd30,26.947,-16.746,2016-03-20,1,1,NA
e4899f8b,26.984,-16.944,2016-03-20,1,1,NA
e50ddf16,26.833,-16.816,2016-03-20,1,0,NA
e56ece45,26.787,-16.86,2016-03-20,1,1,NA
e6275eb0,27.127,-16.793,2016-03-20,1,1,NA
e6c01a65,27.032,-16.961,2016-03-20,1,1,NA
e729acc8,26.812,-16.593,2016-03-20,1,1,NA
e7f584e2,26.877,-16.27,2016-03-20,1,1,NA
e82a9751,26.79,-16.823,2016-03-20,1,1,NA
e91d6065,27.135,-16.77,2016-03-20,1,1,NA
e93a43a1,27.235,-16.923,2016-03-20,1,1,NA
e9d10913,26.977,-16.819,2016-03-20,1,1,NA
e9f6b304,27.066,-16.944,2016-03-20,1,1,NA
eb3a46a8,27.446,-16.287,2016-03-20,1,1,NA
ebd881fc,27.31,-16.803,2016-03-20,1,1,NA
ecec693f,27.112,-16.782,2016-03-20,1,1,NA
edd0ab45,27.305,-16.793,2016-03-20,1,1,NA
ee2f89cf,27.09,-16.971,2016-03-20,1,1,NA
f0118efa,27.286,-16.932,2016-03-20,1,1,NA
f08180bf,27.237,-16.733,2016-03-20,1,1,NA
f08a0aa3,27.032,-16.961,2016-03-20,1,1,NA
f0bcb418,27.107,-16.772,2016-03-20,1,1,NA
f27f24df,26.814,-16.601,2016-03-20,1,1,NA
f3d8d51a,26.891,-16.71,2016-03-20,1,1,NA
f4798847,26.977,-16.819,2016-03-20,1,1,NA
f58e95e7,26.934,-16.51,2016-03-20,1,1,NA
f60e51e5,26.959,-16.547,2016-03-20,1,1,NA
f6ebaa5b,27.3,-16.934,2016-03-20,1,1,NA
f7425695,26.802,-16.612,2016-03-20,1,1,NA
f789ca13,27.283,-16.879,2016-03-20,1,1,NA
f7cad22a,26.952,-16.722,2016-03-20,1,0,NA
f825b96c,27.06,-16.986,2016-03-20,1,1,NA
f892223e,26.974,-17.047,2016-03-20,1,1,NA
fae53879,26.93,-17.045,2016-03-20,1,1,NA
fb3fc0e0,27.086,-16.783,2016-03-20,1,1,NA
fbdacd81,26.999,-16.956,2016-03-20,1,1,NA
fbef7ba1,27.227,-16.738,2016-03-20,1,0,NA
fc263f78,27.232,-16.72,2016-03-20,1,1,NA
fce31f54,26.826,-16.595,2016-03-20,1,1,NA
fd33886d,26.803,-16.857,2016-03-20,1,1,NA
fe096545,27.26,-16.922,2016-03-20,1,1,NA
fe63ae9b,26.801,-16.866,2016-03-20,1,1,NA
fe671804,26.875,-16.611,2016-03-20,1,1,NA
fe7bd547,27.132,-16.913,2016-03-20,1,1,NA
009a8424,27.256,-16.926,2016-03-27,1,0,NA
00df166f,26.942,-16.504,2016-03-27,1,1,NA
02671a00,27.254,-16.914,2016-03-27,1,1,NA
0360d642,26.825,-16.604,2016-03-27,1,1,NA
04702070,26.892,-16.275,2016-03-27,1,0,NA
05618404,26.875,-16.611,2016-03-27,1,1,NA
0610312c,26.936,-16.744,2016-03-27,1,1,NA
0649944b,27.336,-16.784,2016-03-27,1,1,NA
064beba0,26.752,-16.862,2016-03-27,1,0,NA
083a46a2,26.977,-16.765,2016-03-27,1,0,NA
08683ecf,27.284,-16.749,2016-03-27,1,0,NA
08eb2224,26.912,-16.248,2016-03-27,1,1,NA
0ab761d6,27.113,-16.95,2016-03-27,1,1,NA
0bd19b6a,26.772,-16.86,2016-03-27,1,1,NA
0c0c6ed8,26.794,-16.843,2016-03-27,1,0,NA
0c18f625,26.862,-16.674,2016-03-27,1,0,NA
0cbc4225,26.859,-16.176,2016-03-27,1,1,NA
0d10b051,26.939,-16.51,2016-03-27,1,1,NA
0da27ae7,26.956,-16.715,2016-03-27,1,0,NA
0da7a2fd,27.441,-16.291,2016-03-27,1,1,NA
0daa4c9b,27.27,-16.876,2016-03-27,1,0,NA
0dedd7a0,26.936,-16.744,2016-03-27,1,1,NA
0e49e4ef,26.979,-16.762,2016-03-27,1,0,NA
0eb65faa,27.056,-16.935,2016-03-27,1,0,NA
0ed18f13,26.959,-16.548,2016-03-27,1,0,NA
0f095777,26.815,-16.599,2016-03-27,1,1,NA
107e8347,26.917,-16.25,2016-03-27,1,1,NA
116e1bcc,26.859,-16.595,2016-03-27,1,1,NA
119ff66f,27.222,-16.929,2016-03-27,1,1,NA
1252a40e,26.893,-16.271,2016-03-27,1,0,NA
12d7333e,27.237,-16.733,2016-03-27,1,0,NA
130455fd,26.885,-16.589,2016-03-27,1,0,NA
14557178,26.938,-16.513,2016-03-27,1,1,NA
14eb1bc1,26.913,-16.251,2016-03-27,1,1,NA
158a59a2,27.099,-16.893,2016-03-27,1,0,NA
16128e91,27.1,-16.894,2016-03-27,1,0,NA
186977a2,26.862,-16.674,2016-03-27,1,0,NA
18a7611d,27.291,-16.741,2016-03-27,1,1,NA
1a4008c2,26.859,-16.178,2016-03-27,1,0,NA
1a81d9db,27.113,-16.782,2016-03-27,1,1,NA
1ad68009,27.2,-16.913,2016-03-27,1,1,NA
1ae8ccff,27.094,-16.813,2016-03-27,1,1,NA
1e8cdd0b,26.796,-16.872,2016-03-27,1,0,NA
23aad12f,26.981,-16.913,2016-03-27,1,1,NA
2533bbaa,26.975,-16.758,2016-03-27,1,1,NA
2596a920,26.941,-17.042,2016-03-27,1,0,NA
25ea180f,27.157,-16.79,2016-03-27,1,0,NA
261e38c9,26.974,-16.748,2016-03-27,1,1,NA
262271c1,26.828,-16.82,2016-03-27,1,0,NA
26b02eaa,27.114,-16.79,2016-03-27,1,0,NA
26ccd1ca,27.279,-16.926,2016-03-27,1,1,NA
26d784d7,27.284,-16.749,2016-03-27,1,0,NA
26f5ab40,27.123,-16.769,2016-03-27,1,0,NA
27fb5351,27.094,-16.906,2016-03-27,1,1,NA
28706e65,26.969,-16.723,2016-03-27,1,1,NA
28c79d87,26.857,-16.191,2016-03-27,1,1,NA
2abd46c3,27.294,-16.744,2016-03-27,1,1,NA
2b5e2dd8,26.975,-16.826,2016-03-27,1,1,NA
2b60914d,27.275,-16.884,2016-03-27,1,0,NA
2b941a51,26.953,-16.718,2016-03-27,1,0,NA
2cad566c,26.877,-16.567,2016-03-27,1,0,NA
2cf13d38,27.05,-17.003,2016-03-27,1,0,NA
2cfdc618,27.125,-16.787,2016-03-27,1,0,NA
2d931107,27.041,-17.004,2016-03-27,1,0,NA
2ddf17ac,26.827,-16.607,2016-03-27,1,1,NA
30c2e51a,27.313,-16.779,2016-03-27,1,1,NA
3112ec39,27.272,-16.873,2016-03-27,1,0,NA
315e7ce7,26.902,-16.708,2016-03-27,1,0,NA
3182c9bb,27.086,-16.961,2016-03-27,1,0,NA
31d97950,27.052,-16.942,2016-03-27,1,1,NA
326c7d48,27.113,-16.782,2016-03-27,1,0,NA
327251ca,26.873,-16.598,2016-03-27,1,1,NA
331900d7,26.827,-16.602,2016-03-27,1,1,NA
33361d1c,26.83,-16.817,2016-03-27,1,0,NA
36c0532e,26.953,-16.487,2016-03-27,1,0,NA
377e5809,26.955,-16.729,2016-03-27,1,1,NA
37ef5507,27.016,-16.932,2016-03-27,1,0,NA
381e38ea,27.293,-16.744,2016-03-27,1,0,NA
38c83136,26.933,-16.463,2016-03-27,1,1,NA
3a042f06,27.076,-16.952,2016-03-27,1,0,NA
3a0b6560,27.285,-16.748,2016-03-27,1,0,NA
3a5c6f75,27.05,-17.004,2016-03-27,1,0,NA
3b6cbc47,27.059,-17.006,2016-03-27,1,1,NA
3c0a7255,27.28,-16.872,2016-03-27,1,0,NA
3ddf8640,26.789,-16.877,2016-03-27,1,1,NA
3e3c2a80,26.971,-16.753,2016-03-27,1,0,NA
3e8b66b7,27.118,-16.919,2016-03-27,1,0,NA
3e8ff90d,26.923,-17.035,2016-03-27,1,0,NA
3ee3db75,26.984,-16.944,2016-03-27,1,0,NA
3f603815,26.828,-16.613,2016-03-27,1,0,NA
3fed4ec6,27.239,-16.741,2016-03-27,1,0,NA
411e992e,26.978,-16.757,2016-03-27,1,0,NA
4120e368,26.979,-16.762,2016-03-27,1,1,NA
4285ad8d,26.808,-16.835,2016-03-27,1,1,NA
4313155f,27.266,-16.921,2016-03-27,1,1,NA
44c8a2b6,27.063,-17.004,2016-03-27,1,0,NA
4513d92e,27.128,-16.798,2016-03-27,1,0,NA
452b8e53,26.986,-16.91,2016-03-27,1,0,NA
45417d5d,26.827,-16.607,2016-03-27,1,1,NA
455b9da8,27.024,-16.899,2016-03-27,1,0,NA
4589580c,26.812,-16.601,2016-03-27,1,0,NA
45a89b91,27.109,-16.98,2016-03-27,1,1,NA
46154734,27.225,-16.731,2016-03-27,1,1,NA
46498dc8,26.975,-16.826,2016-03-27,1,0,NA
46d2163d,26.961,-16.921,2016-03-27,1,0,NA
46fa47e5,26.93,-17.054,2016-03-27,1,0,NA
47939706,27.275,-16.884,2016-03-27,1,1,NA
47f06b2f,27.117,-16.919,2016-03-27,1,0,NA
48635f6e,27.099,-16.964,2016-03-27,1,1,NA
48b2c57f,26.781,-16.849,2016-03-27,1,0,NA
48c828d0,27.265,-16.921,2016-03-27,1,1,NA
4932fac2,26.81,-16.607,2016-03-27,1,0,NA
499a72b8,26.831,-16.817,2016-03-27,1,0,NA
4b144665,26.94,-17.039,2016-03-27,1,0,NA
4bc9a120,27.183,-16.915,2016-03-27,1,0,NA
4cb11854,27.129,-16.79,2016-03-27,1,0,NA
4e84b690,27.061,-16.985,2016-03-27,1,0,NA
4e8f7c6c,26.98,-16.918,2016-03-27,1,0,NA
4ea9a204,27.09,-16.944,2016-03-27,1,0,NA
516a8bc0,26.87,-16.619,2016-03-27,1,0,NA
51d50f10,26.983,-16.765,2016-03-27,1,1,NA
529081b9,27.055,-16.937,2016-03-27,1,1,NA
52a8a387,26.938,-16.473,2016-03-27,1,0,NA
544b43d4,27.123,-16.923,2016-03-27,1,1,NA
54d0a15c,26.941,-16.485,2016-03-27,1,1,NA
55772276,26.864,-16.662,2016-03-27,1,0,NA
55dc2d3f,26.965,-16.831,2016-03-27,1,0,NA
561a6a5d,27.08,-16.972,2016-03-27,1,0,NA
561bbccc,26.862,-16.674,2016-03-27,1,0,NA
569a6897,26.984,-16.944,2016-03-27,1,1,NA
571fc71b,26.898,-16.708,2016-03-27,1,1,NA
5769b555,27.336,-16.834,2016-03-27,1,1,NA
579080db,27.061,-16.985,2016-03-27,1,1,NA
57b9cb34,27.21,-16.916,2016-03-27,1,1,NA
593705a8,26.795,-16.827,2016-03-27,1,0,NA
5a7e9343,26.793,-16.839,2016-03-27,1,0,NA
5abe2dbb,26.912,-16.255,2016-03-27,1,1,NA
5ad27ec3,26.812,-16.599,2016-03-27,1,1,NA
5adcb604,26.814,-16.596,2016-03-27,1,1,NA
5b732fcd,26.85,-16.216,2016-03-27,1,0,NA
5c093270,27.255,-16.908,2016-03-27,1,1,NA
5c13f0ee,27.255,-16.909,2016-03-27,1,1,NA
5d3dbde4,27.298,-16.93,2016-03-27,1,1,NA
5e0473ca,26.821,-16.604,2016-03-27,1,0,NA
5e37a888,27.128,-16.772,2016-03-27,1,0,NA
5e65fc11,27.094,-16.89,2016-03-27,1,1,NA
5e911b62,27.061,-17.004,2016-03-27,1,0,NA
5ed6fa13,27.039,-16.842,2016-03-27,1,0,NA
60734a06,26.989,-16.83,2016-03-27,1,1,NA
61228b69,26.802,-16.832,2016-03-27,1,0,NA
62642d7c,27.234,-16.733,2016-03-27,1,0,NA
62666abd,26.854,-16.219,2016-03-27,1,0,NA
6284f760,27.309,-16.785,2016-03-27,1,1,NA
646ea49f,27.053,-16.927,2016-03-27,1,1,NA
664bdf41,26.781,-16.87,2016-03-27,1,1,NA
66e41828,26.804,-16.854,2016-03-27,1,0,NA
672188d4,27.106,-16.916,2016-03-27,1,1,NA
67cbcae6,26.896,-16.704,2016-03-27,1,1,NA
684d8902,26.966,-16.733,2016-03-27,1,1,NA
686ce602,26.868,-16.615,2016-03-27,1,1,NA
6b04c587,27.056,-16.905,2016-03-27,1,0,NA
6b38721b,26.788,-16.876,2016-03-27,1,1,NA
6d05224a,26.853,-16.21,2016-03-27,1,1,NA
6d774598,26.913,-16.25,2016-03-27,1,1,NA
6df8bb5e,26.977,-16.819,2016-03-27,1,0,NA
6dfd9cdf,27.301,-16.816,2016-03-27,1,1,NA
6e1aeb91,27.045,-16.962,2016-03-27,1,1,NA
6e508c11,27.236,-16.732,2016-03-27,1,1,NA
6f7993bb,26.834,-16.853,2016-03-27,1,0,NA
6ff740a4,27.299,-16.935,2016-03-27,1,1,NA
70b5f403,27.037,-16.954,2016-03-27,1,0,NA
730b727a,27.056,-16.934,2016-03-27,1,0,NA
732af424,26.833,-16.818,2016-03-27,1,0,NA
73dc6e5b,26.909,-16.248,2016-03-27,1,0,NA
748a4af0,26.814,-16.612,2016-03-27,1,0,NA
74ccfcac,26.899,-16.856,2016-03-27,1,1,NA
7572e663,27.199,-16.924,2016-03-27,1,1,NA
75bee886,27.086,-16.783,2016-03-27,1,1,NA
760b8688,27.015,-16.905,2016-03-27,1,1,NA
76a576f2,27.305,-16.794,2016-03-27,1,1,NA
770da037,26.833,-16.817,2016-03-27,1,1,NA
776d8240,26.863,-16.594,2016-03-27,1,0,NA
78284b9d,26.995,-16.972,2016-03-27,1,0,NA
79afec99,27.326,-16.764,2016-03-27,1,1,NA
7af5af0a,27.301,-16.758,2016-03-27,1,0,NA
7c62ae6a,26.94,-16.727,2016-03-27,1,0,NA
7c6dbe51,26.886,-16.584,2016-03-27,1,1,NA
7d101d28,27.305,-16.803,2016-03-27,1,1,NA
7da072ff,27.066,-16.944,2016-03-27,1,1,NA
7de10584,27.338,-16.799,2016-03-27,1,1,NA
7e77ffc9,27.086,-16.97,2016-03-27,1,1,NA
7ed0ad89,26.958,-16.547,2016-03-27,1,0,NA
7eed2695,26.923,-17.049,2016-03-27,1,1,NA
7f673186,26.974,-16.554,2016-03-27,1,1,NA
7f9ab0f7,27.094,-16.976,2016-03-27,1,0,NA
7fc9b3fd,26.819,-16.608,2016-03-27,1,0,NA
8089357c,27.134,-16.804,2016-03-27,1,0,NA
80fa5b78,27.446,-16.286,2016-03-27,1,0,NA
814ca378,27.061,-17.004,2016-03-27,1,1,NA
830005c6,27.063,-17.004,2016-03-27,1,0,NA
84e88b69,27.063,-17.004,2016-03-27,1,1,NA
85867e62,27.111,-16.933,2016-03-27,1,0,NA
85f03621,26.938,-16.513,2016-03-27,1,0,NA
868c621b,26.827,-16.611,2016-03-27,1,1,NA
86d2aec9,26.797,-16.877,2016-03-27,1,0,NA
890ca2c8,27.107,-16.94,2016-03-27,1,1,NA
897c6236,27.336,-16.834,2016-03-27,1,0,NA
897e4909,26.977,-16.819,2016-03-27,1,0,NA
898e8a07,26.961,-16.921,2016-03-27,1,1,NA
8be0615d,26.866,-16.676,2016-03-27,1,0,NA
8cc611ed,26.947,-16.483,2016-03-27,1,1,NA
8ce3d060,26.859,-16.194,2016-03-27,1,1,NA
8d130d52,26.874,-16.252,2016-03-27,1,1,NA
8d2db211,26.934,-17.036,2016-03-27,1,0,NA
8d3db35f,26.949,-16.727,2016-03-27,1,0,NA
8d690816,26.936,-16.744,2016-03-27,1,1,NA
8da4a6d6,26.858,-16.594,2016-03-27,1,1,NA
91332f7e,27.293,-16.745,2016-03-27,1,1,NA
914e67c8,26.961,-16.921,2016-03-27,1,0,NA
9195ad7e,26.955,-16.913,2016-03-27,1,0,NA
9206d4f3,27.039,-16.842,2016-03-27,1,1,NA
926caf97,26.869,-16.61,2016-03-27,1,0,NA
9344ba63,27.235,-16.732,2016-03-27,1,0,NA
947482a8,27.255,-16.916,2016-03-27,1,1,NA
9490dc28,26.791,-16.873,2016-03-27,1,1,NA
94fc37ca,26.775,-16.859,2016-03-27,1,0,NA
9658c1f9,27.311,-16.798,2016-03-27,1,0,NA
96b6d097,26.995,-16.953,2016-03-27,1,0,NA
975ffe94,26.831,-16.818,2016-03-27,1,0,NA
981208ad,27.344,-16.776,2016-03-27,1,1,NA
9814974d,26.967,-16.821,2016-03-27,1,1,NA
99dc8db6,27.182,-16.917,2016-03-27,1,1,NA
9a22652d,26.809,-16.603,2016-03-27,1,1,NA
9c0d1075,27.097,-16.96,2016-03-27,1,1,NA
9c5f30d9,26.863,-16.62,2016-03-27,1,0,NA
9d9960f4,26.789,-16.878,2016-03-27,1,1,NA
9e592aed,26.918,-17.051,2016-03-27,1,0,NA
a0f8b4ef,27.039,-16.83,2016-03-27,1,1,NA
a2a144a1,26.862,-16.578,2016-03-27,1,1,NA
a3016253,27.299,-16.753,2016-03-27,1,0,NA
a30b3bde,27.048,-16.926,2016-03-27,1,1,NA
a3a6a9b3,26.918,-17.053,2016-03-27,1,0,NA
a4efec06,26.835,-16.815,2016-03-27,1,0,NA
a5ad178a,27.06,-17.005,2016-03-27,1,1,NA
a5bb7274,26.936,-16.744,2016-03-27,1,0,NA
a5f6bf50,27,-16.916,2016-03-27,1,0,NA
a62be645,26.863,-16.595,2016-03-27,1,1,NA
a8edaee8,26.98,-16.916,2016-03-27,1,1,NA
a914f6e1,26.788,-16.863,2016-03-27,1,1,NA
